NTCIR12-MathIR-24 1 1107.1875_1_22 1 5004.9097886 MIRMU
NTCIR12-MathIR-24 1 1010.3822_1_19 2 4995.11350065 MIRMU
NTCIR12-MathIR-24 1 hep-th9411121_1_20 3 4990.11254551 MIRMU
NTCIR12-MathIR-24 1 1006.5198_1_85 4 4985.8927275 MIRMU
NTCIR12-MathIR-24 1 hep-th0112231_1_326 5 4980.50457627 MIRMU
NTCIR12-MathIR-24 1 hep-th0606029_1_30 6 4975.5526697 MIRMU
NTCIR12-MathIR-24 1 hep-th0112231_1_332 7 4970.33638418 MIRMU
NTCIR12-MathIR-24 1 math0410039_1_139 8 4965.3122887 MIRMU
NTCIR12-MathIR-24 1 hep-th0405150_1_83 9 4960.5526697 MIRMU
NTCIR12-MathIR-24 1 1004.2346_1_18 10 4955.2523674 MIRMU
NTCIR12-MathIR-24 1 1108.5595_1_44 11 4950.22082148 MIRMU
NTCIR12-MathIR-24 1 math-ph0702057_1_61 12 4945.5404527 MIRMU
NTCIR12-MathIR-24 1 math0010019_1_84 13 4940.21024013 MIRMU
NTCIR12-MathIR-24 1 0911.2449_1_9 14 4935.20945422 MIRMU
NTCIR12-MathIR-24 1 hep-lat0310011_1_47 15 4930.5404527 MIRMU
NTCIR12-MathIR-24 1 math9912146_1_9 16 4925.1784507 MIRMU
NTCIR12-MathIR-24 1 hep-th0105058_1_63 17 4920.14716808 MIRMU
NTCIR12-MathIR-24 1 hep-lat0310011_1_48 18 4915.5404527 MIRMU
NTCIR12-MathIR-24 1 0705.0098_1_35 19 4910.1468874 MIRMU
NTCIR12-MathIR-24 1 math9905176_1_96 20 4905.14076439 MIRMU
NTCIR12-MathIR-24 1 0803.1852_1_146 21 4900.5404527 MIRMU
NTCIR12-MathIR-24 1 hep-th0106010_1_49 22 4895.13383803 MIRMU
NTCIR12-MathIR-24 1 math9903115_1_22 23 4890.13383803 MIRMU
NTCIR12-MathIR-24 1 math0010213_1_100 24 4885.5177688 MIRMU
NTCIR12-MathIR-24 1 math9903115_1_13 25 4880.13383803 MIRMU
NTCIR12-MathIR-24 1 hep-th9805165_1_10 26 4875.13383803 MIRMU
NTCIR12-MathIR-24 1 hep-th0104233_1_22 27 4870.5048759 MIRMU
NTCIR12-MathIR-24 1 1004.2346_1_31 28 4865.13383803 MIRMU
NTCIR12-MathIR-24 1 q-alg9505001_1_22 29 4860.1261837 MIRMU
NTCIR12-MathIR-24 1 hep-th9402057_1_44 30 4855.5048759 MIRMU
NTCIR12-MathIR-24 1 hep-th0108150_1_13 31 4850.12614407 MIRMU
NTCIR12-MathIR-24 1 hep-th0110204_1_26 32 4845.12614407 MIRMU
NTCIR12-MathIR-24 1 0808.3444_1_49 33 4840.49447063 MIRMU
NTCIR12-MathIR-24 1 0903.2718_1_36 34 4835.12567252 MIRMU
NTCIR12-MathIR-24 1 math9903115_1_12 35 4830.11153169 MIRMU
NTCIR12-MathIR-24 1 hep-lat0310011_1_45 36 4825.4728961 MIRMU
NTCIR12-MathIR-24 1 math9912146_1_10 37 4820.11153169 MIRMU
NTCIR12-MathIR-24 1 1108.1641_1_161 38 4815.11153169 MIRMU
NTCIR12-MathIR-24 1 hep-lat0310011_1_43 39 4810.4728961 MIRMU
NTCIR12-MathIR-24 1 hep-th0105058_1_40 40 4805.10512006 MIRMU
NTCIR12-MathIR-24 1 math0112299_1_185 41 4800.10512006 MIRMU
NTCIR12-MathIR-24 1 0906.4112_1_62 42 4795.46330437 MIRMU
NTCIR12-MathIR-24 1 1308.3480_1_330 43 4790.08922535 MIRMU
NTCIR12-MathIR-24 1 1401.4748_1_49 44 4785.08922535 MIRMU
NTCIR12-MathIR-24 1 hep-th0211083_1_1 45 4780.46055806 MIRMU
NTCIR12-MathIR-24 1 hep-th0111034_1_10 46 4775.084096044 MIRMU
NTCIR12-MathIR-24 1 math0112299_1_155 47 4770.084096044 MIRMU
