NTCIR12-MathIR-1 1 1202.2582_1_4 1 9003.8090036 MIRMU
NTCIR12-MathIR-1 1 cs0210015_1_47 2 8994.7929761 MIRMU
NTCIR12-MathIR-1 1 0812.1314_1_1 3 8985.7557242 MIRMU
NTCIR12-MathIR-1 1 1108.1791_1_112 4 8976.7369769 MIRMU
NTCIR12-MathIR-1 1 math-ph0108005_1_1 5 8967.8916812 MIRMU
NTCIR12-MathIR-1 1 math-ph0105008_1_4 6 8958.4307153 MIRMU
NTCIR12-MathIR-1 1 astro-ph0309679_1_46 7 8949.1503599 MIRMU
NTCIR12-MathIR-1 1 math0409038_1_593 8 8945.812561 MIRMU
NTCIR12-MathIR-1 1 1206.0694_1_67 9 8935.62582 MIRMU
NTCIR12-MathIR-1 1 math0701262_1_21 10 8921.0311434 MIRMU
NTCIR12-MathIR-1 1 1104.0190_1_1 11 8913.703436 MIRMU
NTCIR12-MathIR-1 1 1009.4234_1_2 12 8903.985494 MIRMU
NTCIR12-MathIR-1 1 math0504553_1_12 13 8894.9212174 MIRMU
NTCIR12-MathIR-1 1 0809.3478_1_1 14 8885.5802965 MIRMU
NTCIR12-MathIR-1 1 1304.1270_1_7 15 8876.8399544 MIRMU
NTCIR12-MathIR-1 1 math0701164_1_52 16 8867.4838092 MIRMU
NTCIR12-MathIR-1 1 math0504553_1_6 17 8858.397805 MIRMU
NTCIR12-MathIR-1 1 1310.0285_1_32 18 8854.3320947 MIRMU
NTCIR12-MathIR-1 1 1207.7353_1_100 19 8844.749009 MIRMU
NTCIR12-MathIR-1 1 1304.2452_1_11 20 8831.0311434 MIRMU
NTCIR12-MathIR-1 1 cs0309018_1_21 21 8822.524034 MIRMU
NTCIR12-MathIR-1 1 cs0406025_1_26 22 8813.4803748 MIRMU
NTCIR12-MathIR-1 1 math0504553_1_10 23 8804.3958426 MIRMU
NTCIR12-MathIR-1 1 0809.4974_1_109 24 8795.2307544 MIRMU
NTCIR12-MathIR-1 1 0903.3391_1_1 25 8786.3715236 MIRMU
NTCIR12-MathIR-1 1 1302.2676_1_52 26 8777.3631501 MIRMU
NTCIR12-MathIR-1 1 math0611505_1_1 27 8768.36102 MIRMU
NTCIR12-MathIR-1 1 math0209232_1_47 28 8763.729563 MIRMU
NTCIR12-MathIR-1 1 math0409038_1_600 29 8754.2314215 MIRMU
NTCIR12-MathIR-1 1 1203.2778_1_7 30 8741.0311434 MIRMU
NTCIR12-MathIR-1 1 math0604456_1_3 31 8732.1447825 MIRMU
NTCIR12-MathIR-1 1 1211.3341_1_1 32 8723.140338 MIRMU
NTCIR12-MathIR-1 1 math0305213_1_25 33 8714.0923984 MIRMU
NTCIR12-MathIR-1 1 math0503510_1_11 34 8705.0884745 MIRMU
NTCIR12-MathIR-1 1 alg-geom9607009_1_22 35 8696.344926 MIRMU
